location_name,smell_category,year,centroid_lat,centroid_lon,no_smells
City of Westminster,food,1866,51.513444,-0.160467,4
City of Westminster,food,1868,51.513444,-0.160467,2
City of Westminster,food,1870,51.513444,-0.160467,1
City of Westminster,food,1871,51.513444,-0.160467,1
City of Westminster,food,1872,51.513444,-0.160467,1
City of Westminster,food,1873,51.513444,-0.160467,3
City of Westminster,food,1875,51.513444,-0.160467,2
City of Westminster,food,1886,51.513444,-0.160467,2
City of Westminster,food,1889,51.513444,-0.160467,1
City of Westminster,food,1898,51.513444,-0.160467,8
City of Westminster,food,1899,51.513444,-0.160467,1
City of Westminster,food,1900,51.513444,-0.160467,2
City of Westminster,food,1902,51.513444,-0.160467,1
City of Westminster,food,1903,51.513444,-0.160467,2
City of Westminster,food,1904,51.513444,-0.160467,5
City of Westminster,food,1907,51.513444,-0.160467,3
City of Westminster,food,1908,51.513444,-0.160467,1
City of Westminster,food,1909,51.513444,-0.160467,7
City of Westminster,food,1910,51.513444,-0.160467,2
City of Westminster,food,1911,51.513444,-0.160467,1
City of Westminster,food,1912,51.513444,-0.160467,3
City of Westminster,food,1913,51.513444,-0.160467,3
City of Westminster,food,1914,51.513444,-0.160467,1
City of Westminster,food,1927,51.513444,-0.160467,1
City of Westminster,food,1948,51.513444,-0.160467,2
City of Westminster,food,1949,51.513444,-0.160467,2
City of Westminster,food,1950,51.513444,-0.160467,4
City of Westminster,food,1951,51.513444,-0.160467,1
City of Westminster,food,1952,51.513444,-0.160467,1
City of Westminster,food,1953,51.513444,-0.160467,1
City of Westminster,food,1954,51.513444,-0.160467,3
City of Westminster,food,1955,51.513444,-0.160467,2
City of Westminster,food,1956,51.513444,-0.160467,3
City of Westminster,food,1958,51.513444,-0.160467,1
City of Westminster,food,1960,51.513444,-0.160467,1
City of Westminster,food,1961,51.513444,-0.160467,3
City of Westminster,food,1963,51.513444,-0.160467,2
City of Westminster,food,1964,51.513444,-0.160467,5
City of Westminster,food,1965,51.513444,-0.160467,4
City of Westminster,food,1966,51.513444,-0.160467,3
City of Westminster,food,1967,51.513444,-0.160467,2
City of Westminster,food,1968,51.513444,-0.160467,8
City of Westminster,food,1969,51.513444,-0.160467,2
City of Westminster,food,1970,51.513444,-0.160467,4
City of Westminster,food,1971,51.513444,-0.160467,1
City of Westminster,food,1972,51.513444,-0.160467,1
City of Westminster,habitation,1856,51.513444,-0.160467,3
City of Westminster,habitation,1857,51.513444,-0.160467,3
City of Westminster,habitation,1858,51.513444,-0.160467,24
City of Westminster,habitation,1859,51.513444,-0.160467,19
City of Westminster,habitation,1860,51.513444,-0.160467,8
City of Westminster,habitation,1861,51.513444,-0.160467,9
City of Westminster,habitation,1862,51.513444,-0.160467,2
City of Westminster,habitation,1863,51.513444,-0.160467,1
City of Westminster,habitation,1864,51.513444,-0.160467,6
City of Westminster,habitation,1865,51.513444,-0.160467,4
City of Westminster,habitation,1866,51.513444,-0.160467,10
City of Westminster,habitation,1868,51.513444,-0.160467,2
City of Westminster,habitation,1869,51.513444,-0.160467,2
City of Westminster,habitation,1870,51.513444,-0.160467,2
City of Westminster,habitation,1871,51.513444,-0.160467,3
City of Westminster,habitation,1872,51.513444,-0.160467,1
City of Westminster,habitation,1873,51.513444,-0.160467,4
City of Westminster,habitation,1880,51.513444,-0.160467,1
City of Westminster,habitation,1881,51.513444,-0.160467,2
City of Westminster,habitation,1882,51.513444,-0.160467,1
City of Westminster,habitation,1883,51.513444,-0.160467,1
City of Westminster,habitation,1884,51.513444,-0.160467,2
City of Westminster,habitation,1885,51.513444,-0.160467,1
City of Westminster,habitation,1888,51.513444,-0.160467,4
City of Westminster,habitation,1891,51.513444,-0.160467,1
City of Westminster,habitation,1894,51.513444,-0.160467,1
City of Westminster,habitation,1895,51.513444,-0.160467,2
City of Westminster,habitation,1896,51.513444,-0.160467,1
City of Westminster,habitation,1898,51.513444,-0.160467,2
City of Westminster,habitation,1899,51.513444,-0.160467,1
City of Westminster,habitation,1900,51.513444,-0.160467,1
City of Westminster,habitation,1902,51.513444,-0.160467,3
City of Westminster,habitation,1903,51.513444,-0.160467,3
City of Westminster,habitation,1905,51.513444,-0.160467,1
City of Westminster,habitation,1906,51.513444,-0.160467,1
City of Westminster,habitation,1908,51.513444,-0.160467,1
City of Westminster,habitation,1910,51.513444,-0.160467,1
City of Westminster,habitation,1911,51.513444,-0.160467,1
City of Westminster,habitation,1912,51.513444,-0.160467,1
City of Westminster,habitation,1915,51.513444,-0.160467,1
City of Westminster,habitation,1950,51.513444,-0.160467,1
City of Westminster,habitation,1958,51.513444,-0.160467,1
City of Westminster,habitation,1961,51.513444,-0.160467,2
City of Westminster,habitation,1962,51.513444,-0.160467,1
City of Westminster,habitation,1963,51.513444,-0.160467,1
City of Westminster,habitation,1964,51.513444,-0.160467,1
City of Westminster,habitation,1965,51.513444,-0.160467,2
City of Westminster,habitation,1966,51.513444,-0.160467,1
City of Westminster,habitation,1967,51.513444,-0.160467,1
City of Westminster,habitation,1968,51.513444,-0.160467,1
City of Westminster,habitation,1969,51.513444,-0.160467,1
City of Westminster,habitation,1970,51.513444,-0.160467,1
City of Westminster,habitation,1971,51.513444,-0.160467,1
City of Westminster,habitation,1972,51.513444,-0.160467,1
City of Westminster,no_smell,1858,51.513444,-0.160467,1
City of Westminster,no_smell,1867,51.513444,-0.160467,1
City of Westminster,no_smell,1875,51.513444,-0.160467,2
City of Westminster,no_smell,1907,51.513444,-0.160467,2
City of Westminster,no_smell,1912,51.513444,-0.160467,2
City of Westminster,school,1860,51.513444,-0.160467,1
City of Westminster,school,1898,51.513444,-0.160467,1
City of Westminster,sewer,1856,51.513444,-0.160467,1
City of Westminster,sewer,1858,51.513444,-0.160467,20
City of Westminster,sewer,1859,51.513444,-0.160467,7
City of Westminster,sewer,1860,51.513444,-0.160467,9
City of Westminster,sewer,1861,51.513444,-0.160467,2
City of Westminster,sewer,1864,51.513444,-0.160467,2
City of Westminster,sewer,1865,51.513444,-0.160467,1
City of Westminster,sewer,1866,51.513444,-0.160467,3
City of Westminster,sewer,1869,51.513444,-0.160467,2
City of Westminster,sewer,1870,51.513444,-0.160467,1
City of Westminster,sewer,1871,51.513444,-0.160467,1
City of Westminster,sewer,1872,51.513444,-0.160467,1
City of Westminster,sewer,1873,51.513444,-0.160467,2
City of Westminster,sewer,1875,51.513444,-0.160467,2
City of Westminster,sewer,1876,51.513444,-0.160467,1
City of Westminster,sewer,1877,51.513444,-0.160467,2
City of Westminster,sewer,1878,51.513444,-0.160467,1
City of Westminster,sewer,1879,51.513444,-0.160467,5
City of Westminster,sewer,1880,51.513444,-0.160467,4
City of Westminster,sewer,1881,51.513444,-0.160467,1
City of Westminster,sewer,1882,51.513444,-0.160467,3
City of Westminster,sewer,1883,51.513444,-0.160467,1
City of Westminster,sewer,1884,51.513444,-0.160467,1
City of Westminster,sewer,1885,51.513444,-0.160467,1
City of Westminster,sewer,1888,51.513444,-0.160467,3
City of Westminster,sewer,1889,51.513444,-0.160467,1
City of Westminster,sewer,1891,51.513444,-0.160467,1
City of Westminster,sewer,1896,51.513444,-0.160467,5
City of Westminster,sewer,1902,51.513444,-0.160467,1
City of Westminster,sewer,1903,51.513444,-0.160467,1
City of Westminster,sewer,1904,51.513444,-0.160467,2
City of Westminster,sewer,1905,51.513444,-0.160467,1
City of Westminster,sewer,1906,51.513444,-0.160467,1
City of Westminster,sewer,1910,51.513444,-0.160467,1
City of Westminster,sewer,1911,51.513444,-0.160467,2
City of Westminster,sewer,1912,51.513444,-0.160467,4
City of Westminster,sewer,1921,51.513444,-0.160467,1
City of Westminster,sewer,1929,51.513444,-0.160467,2
City of Westminster,sewer,1930,51.513444,-0.160467,3
City of Westminster,sewer,1931,51.513444,-0.160467,2
City of Westminster,sewer,1949,51.513444,-0.160467,1
City of Westminster,sewer,1955,51.513444,-0.160467,1
City of Westminster,sewer,1957,51.513444,-0.160467,2
City of Westminster,sewer,1960,51.513444,-0.160467,1
City of Westminster,sewer,1966,51.513444,-0.160467,1
City of Westminster,sewer,1967,51.513444,-0.160467,1
City of Westminster,sewer,1971,51.513444,-0.160467,1
City of Westminster,thames_water,1858,51.513444,-0.160467,4
City of Westminster,thames_water,1859,51.513444,-0.160467,4
City of Westminster,thames_water,1865,51.513444,-0.160467,1
City of Westminster,thames_water,1866,51.513444,-0.160467,1
City of Westminster,thames_water,1869,51.513444,-0.160467,1
City of Westminster,thames_water,1871,51.513444,-0.160467,1
City of Westminster,thames_water,1874,51.513444,-0.160467,1
City of Westminster,thames_water,1875,51.513444,-0.160467,1
City of Westminster,thames_water,1879,51.513444,-0.160467,2
City of Westminster,thames_water,1888,51.513444,-0.160467,1
City of Westminster,thames_water,1903,51.513444,-0.160467,1
City of Westminster,thames_water,1904,51.513444,-0.160467,1
City of Westminster,thames_water,1954,51.513444,-0.160467,1
City of Westminster,thames_water,1957,51.513444,-0.160467,1
City of Westminster,thames_water,1960,51.513444,-0.160467,1
City of Westminster,trade,1856,51.513444,-0.160467,1
City of Westminster,trade,1859,51.513444,-0.160467,3
City of Westminster,trade,1873,51.513444,-0.160467,3
City of Westminster,trade,1874,51.513444,-0.160467,1
City of Westminster,trade,1894,51.513444,-0.160467,1
City of Westminster,trade,1895,51.513444,-0.160467,1
City of Westminster,trade,1898,51.513444,-0.160467,1
City of Westminster,trade,1899,51.513444,-0.160467,1
City of Westminster,trade,1903,51.513444,-0.160467,3
City of Westminster,trade,1904,51.513444,-0.160467,2
City of Westminster,trade,1905,51.513444,-0.160467,1
City of Westminster,trade,1907,51.513444,-0.160467,2
City of Westminster,trade,1908,51.513444,-0.160467,1
City of Westminster,trade,1914,51.513444,-0.160467,1
City of Westminster,trade,1921,51.513444,-0.160467,1
City of Westminster,trade,1922,51.513444,-0.160467,1
City of Westminster,trade,1954,51.513444,-0.160467,1
City of Westminster,trade,1961,51.513444,-0.160467,1
City of Westminster,trade,1971,51.513444,-0.160467,1
City of Westminster,waste_excrement,1857,51.513444,-0.160467,1
City of Westminster,waste_excrement,1858,51.513444,-0.160467,9
City of Westminster,waste_excrement,1859,51.513444,-0.160467,4
City of Westminster,waste_excrement,1861,51.513444,-0.160467,3
City of Westminster,waste_excrement,1864,51.513444,-0.160467,1
City of Westminster,waste_excrement,1865,51.513444,-0.160467,1
City of Westminster,waste_excrement,1871,51.513444,-0.160467,1
City of Westminster,waste_excrement,1874,51.513444,-0.160467,1
City of Westminster,waste_excrement,1889,51.513444,-0.160467,1
City of Westminster,waste_excrement,1895,51.513444,-0.160467,1
City of Westminster,waste_excrement,1896,51.513444,-0.160467,1
City of Westminster,waste_excrement,1897,51.513444,-0.160467,3
City of Westminster,waste_excrement,1899,51.513444,-0.160467,1
City of Westminster,waste_excrement,1906,51.513444,-0.160467,1
City of Westminster,waste_excrement,1914,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1858,51.513444,-0.160467,8
City of Westminster,waste_rubbish,1859,51.513444,-0.160467,8
City of Westminster,waste_rubbish,1860,51.513444,-0.160467,3
City of Westminster,waste_rubbish,1861,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1862,51.513444,-0.160467,3
City of Westminster,waste_rubbish,1863,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1864,51.513444,-0.160467,8
City of Westminster,waste_rubbish,1865,51.513444,-0.160467,10
City of Westminster,waste_rubbish,1866,51.513444,-0.160467,13
City of Westminster,waste_rubbish,1867,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1868,51.513444,-0.160467,3
City of Westminster,waste_rubbish,1869,51.513444,-0.160467,3
City of Westminster,waste_rubbish,1870,51.513444,-0.160467,5
City of Westminster,waste_rubbish,1871,51.513444,-0.160467,5
City of Westminster,waste_rubbish,1872,51.513444,-0.160467,5
City of Westminster,waste_rubbish,1873,51.513444,-0.160467,3
City of Westminster,waste_rubbish,1874,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1875,51.513444,-0.160467,4
City of Westminster,waste_rubbish,1876,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1877,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1879,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1881,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1891,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1893,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1898,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1899,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1902,51.513444,-0.160467,10
City of Westminster,waste_rubbish,1903,51.513444,-0.160467,9
City of Westminster,waste_rubbish,1904,51.513444,-0.160467,6
City of Westminster,waste_rubbish,1905,51.513444,-0.160467,7
City of Westminster,waste_rubbish,1906,51.513444,-0.160467,7
City of Westminster,waste_rubbish,1907,51.513444,-0.160467,9
City of Westminster,waste_rubbish,1908,51.513444,-0.160467,5
City of Westminster,waste_rubbish,1909,51.513444,-0.160467,3
City of Westminster,waste_rubbish,1910,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1911,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1912,51.513444,-0.160467,4
City of Westminster,waste_rubbish,1913,51.513444,-0.160467,3
City of Westminster,waste_rubbish,1914,51.513444,-0.160467,3
City of Westminster,waste_rubbish,1915,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1931,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1948,51.513444,-0.160467,3
City of Westminster,waste_rubbish,1949,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1950,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1951,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1952,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1953,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1955,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1959,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1960,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1961,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1962,51.513444,-0.160467,2
City of Westminster,waste_rubbish,1963,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1968,51.513444,-0.160467,1
City of Westminster,waste_rubbish,1969,51.513444,-0.160467,1
Croydon,Uncategorised,1895,51.355335,-0.087157,3
Croydon,Uncategorised,1905,51.355335,-0.087157,1
Croydon,Uncategorised,1909,51.355335,-0.087157,2
Croydon,Uncategorised,1910,51.355335,-0.087157,1
Croydon,Uncategorised,1914,51.355335,-0.087157,2
Croydon,Uncategorised,1934,51.355335,-0.087157,2
Croydon,Uncategorised,1936,51.355335,-0.087157,1
Croydon,Uncategorised,1937,51.355335,-0.087157,1
Croydon,Uncategorised,1950,51.355335,-0.087157,1
Croydon,Uncategorised,1973,51.355335,-0.087157,1
Croydon,air_gas,1973,51.355335,-0.087157,1
Croydon,animal,1894,51.355335,-0.087157,1
Croydon,decomposition,1924,51.355335,-0.087157,1
Croydon,decomposition,1925,51.355335,-0.087157,1
Croydon,decomposition,1926,51.355335,-0.087157,1
Croydon,decomposition,1951,51.355335,-0.087157,1
Croydon,food,1910,51.355335,-0.087157,1
Croydon,food,1937,51.355335,-0.087157,1
Croydon,food,1938,51.355335,-0.087157,1
Croydon,food,1953,51.355335,-0.087157,1
Croydon,food,1957,51.355335,-0.087157,1
Croydon,food,1964,51.355335,-0.087157,1
Croydon,food,1968,51.355335,-0.087157,1
Croydon,habitation,1909,51.355335,-0.087157,1
Croydon,habitation,1933,51.355335,-0.087157,1
Croydon,habitation,1934,51.355335,-0.087157,1
Croydon,habitation,1935,51.355335,-0.087157,1
Croydon,habitation,1936,51.355335,-0.087157,1
Croydon,habitation,1937,51.355335,-0.087157,2
Croydon,habitation,1938,51.355335,-0.087157,2
Croydon,habitation,1946,51.355335,-0.087157,1
Croydon,no_smell,1905,51.355335,-0.087157,1
Croydon,no_smell,1938,51.355335,-0.087157,3
Croydon,sewer,1894,51.355335,-0.087157,1
Croydon,sewer,1895,51.355335,-0.087157,1
Croydon,thames_water,1959,51.355335,-0.087157,1
Croydon,waste_rubbish,1931,51.355335,-0.087157,1
Croydon,waste_rubbish,1932,51.355335,-0.087157,1
Croydon,waste_rubbish,1933,51.355335,-0.087157,1
Croydon,waste_rubbish,1934,51.355335,-0.087157,1
Croydon,waste_rubbish,1935,51.355335,-0.087157,2
Croydon,waste_rubbish,1936,51.355335,-0.087157,2
Croydon,waste_rubbish,1937,51.355335,-0.087157,1
Croydon,waste_rubbish,1947,51.355335,-0.087157,1
Ealing,Uncategorised,1897,51.522475,-0.331026,2
Ealing,Uncategorised,1900,51.522475,-0.331026,1
Ealing,Uncategorised,1903,51.522475,-0.331026,1
Ealing,Uncategorised,1905,51.522475,-0.331026,1
Ealing,Uncategorised,1906,51.522475,-0.331026,4
Ealing,Uncategorised,1926,51.522475,-0.331026,1
Ealing,Uncategorised,1927,51.522475,-0.331026,4
Ealing,Uncategorised,1928,51.522475,-0.331026,1
Ealing,Uncategorised,1949,51.522475,-0.331026,1
Ealing,Uncategorised,1967,51.522475,-0.331026,1
Ealing,air_gas,1900,51.522475,-0.331026,1
Ealing,air_gas,1907,51.522475,-0.331026,2
Ealing,air_gas,1910,51.522475,-0.331026,1
Ealing,air_gas,1919,51.522475,-0.331026,1
Ealing,air_gas,1927,51.522475,-0.331026,2
Ealing,air_gas,1928,51.522475,-0.331026,1
Ealing,air_gas,1929,51.522475,-0.331026,1
Ealing,air_gas,1935,51.522475,-0.331026,1
Ealing,air_gas,1953,51.522475,-0.331026,1
Ealing,air_gas,1954,51.522475,-0.331026,1
Ealing,air_gas,1955,51.522475,-0.331026,1
Ealing,air_gas,1956,51.522475,-0.331026,1
Ealing,air_gas,1957,51.522475,-0.331026,1
Ealing,air_gas,1958,51.522475,-0.331026,1
Ealing,animal,1901,51.522475,-0.331026,1
Ealing,animal,1902,51.522475,-0.331026,1
Ealing,animal,1903,51.522475,-0.331026,1
Ealing,animal,1904,51.522475,-0.331026,1
Ealing,animal,1906,51.522475,-0.331026,1
Ealing,decomposition,1906,51.522475,-0.331026,1
Ealing,disinfectant,1926,51.522475,-0.331026,1
Ealing,factory_fuel,1911,51.522475,-0.331026,1
Ealing,factory_fuel,1919,51.522475,-0.331026,1
Ealing,factory_fuel,1928,51.522475,-0.331026,2
Ealing,factory_fuel,1929,51.522475,-0.331026,1
Ealing,food,1897,51.522475,-0.331026,1
Ealing,food,1906,51.522475,-0.331026,1
Ealing,food,1907,51.522475,-0.331026,1
Ealing,food,1911,51.522475,-0.331026,1
Ealing,food,1927,51.522475,-0.331026,1
Ealing,food,1960,51.522475,-0.331026,1
Ealing,food,1971,51.522475,-0.331026,1
Ealing,habitation,1907,51.522475,-0.331026,1
Ealing,habitation,1919,51.522475,-0.331026,2
Ealing,habitation,1927,51.522475,-0.331026,1
Ealing,habitation,1934,51.522475,-0.331026,1
Ealing,habitation,1939,51.522475,-0.331026,1
Ealing,habitation,1953,51.522475,-0.331026,1
Ealing,habitation,1954,51.522475,-0.331026,1
Ealing,habitation,1967,51.522475,-0.331026,1
Ealing,no_smell,1934,51.522475,-0.331026,1
Ealing,no_smell,1935,51.522475,-0.331026,1
Ealing,no_smell,1941,51.522475,-0.331026,1
Ealing,school,1935,51.522475,-0.331026,1
Ealing,school,1939,51.522475,-0.331026,1
Ealing,sewer,1908,51.522475,-0.331026,2
Ealing,sewer,1909,51.522475,-0.331026,2
Ealing,sewer,1923,51.522475,-0.331026,1
Ealing,sewer,1929,51.522475,-0.331026,1
Ealing,sewer,1930,51.522475,-0.331026,1
Ealing,sewer,1942,51.522475,-0.331026,1
Ealing,sewer,1943,51.522475,-0.331026,1
Ealing,sewer,1944,51.522475,-0.331026,1
Ealing,sewer,1945,51.522475,-0.331026,1
Ealing,sewer,1946,51.522475,-0.331026,1
Ealing,thames_water,1929,51.522475,-0.331026,1
Ealing,trade,1903,51.522475,-0.331026,1
Ealing,trade,1906,51.522475,-0.331026,1
Ealing,trade,1911,51.522475,-0.331026,1
Ealing,trade,1919,51.522475,-0.331026,2
Ealing,trade,1927,51.522475,-0.331026,1
Ealing,waste_excrement,1908,51.522475,-0.331026,1
Ealing,waste_rubbish,1913,51.522475,-0.331026,2
Ealing,waste_rubbish,1914,51.522475,-0.331026,2
Ealing,waste_rubbish,1915,51.522475,-0.331026,1
Ealing,waste_rubbish,1925,51.522475,-0.331026,1
Ealing,waste_rubbish,1931,51.522475,-0.331026,1
Ealing,waste_rubbish,1932,51.522475,-0.331026,1
Ealing,waste_rubbish,1933,51.522475,-0.331026,2
Ealing,waste_rubbish,1934,51.522475,-0.331026,1
Ealing,waste_rubbish,1935,51.522475,-0.331026,1
Ealing,waste_rubbish,1936,51.522475,-0.331026,1
Ealing,waste_rubbish,1937,51.522475,-0.331026,1
Ealing,waste_rubbish,1938,51.522475,-0.331026,3
Ealing,waste_rubbish,1939,51.522475,-0.331026,1
Ealing,waste_rubbish,1940,51.522475,-0.331026,1
Ealing,waste_rubbish,1941,51.522475,-0.331026,1
Ealing,waste_rubbish,1959,51.522475,-0.331026,1
Ealing,waste_rubbish,1960,51.522475,-0.331026,1
Enfield,Uncategorised,1900,51.650995,-0.087272,1
Enfield,Uncategorised,1904,51.650995,-0.087272,1
Enfield,Uncategorised,1916,51.650995,-0.087272,1
Enfield,Uncategorised,1933,51.650995,-0.087272,1
Enfield,Uncategorised,1959,51.650995,-0.087272,1
Enfield,Uncategorised,1971,51.650995,-0.087272,1
Enfield,animal,1905,51.650995,-0.087272,1
Enfield,animal,1914,51.650995,-0.087272,1
Enfield,animal,1916,51.650995,-0.087272,1
Enfield,food,1903,51.650995,-0.087272,1
Enfield,food,1904,51.650995,-0.087272,1
Enfield,food,1906,51.650995,-0.087272,1
Enfield,food,1913,51.650995,-0.087272,1
Enfield,food,1916,51.650995,-0.087272,1
Enfield,food,1918,51.650995,-0.087272,1
Enfield,food,1920,51.650995,-0.087272,1
Enfield,food,1925,51.650995,-0.087272,1
Enfield,food,1934,51.650995,-0.087272,1
Enfield,food,1960,51.650995,-0.087272,2
Enfield,food,1961,51.650995,-0.087272,1
Enfield,food,1962,51.650995,-0.087272,1
Enfield,food,1963,51.650995,-0.087272,1
Enfield,food,1964,51.650995,-0.087272,1
Enfield,food,1971,51.650995,-0.087272,1
Enfield,food,1972,51.650995,-0.087272,1
Enfield,habitation,1894,51.650995,-0.087272,1
Enfield,habitation,1908,51.650995,-0.087272,1
Enfield,no_smell,1921,51.650995,-0.087272,1
Enfield,no_smell,1934,51.650995,-0.087272,1
Enfield,sewer,1898,51.650995,-0.087272,1
Enfield,sewer,1902,51.650995,-0.087272,1
Enfield,sewer,1904,51.650995,-0.087272,2
Enfield,sewer,1905,51.650995,-0.087272,1
Enfield,sewer,1925,51.650995,-0.087272,1
Enfield,sewer,1936,51.650995,-0.087272,2
Enfield,sewer,1937,51.650995,-0.087272,1
Enfield,sewer,1938,51.650995,-0.087272,1
Enfield,thames_water,1905,51.650995,-0.087272,2
Enfield,thames_water,1946,51.650995,-0.087272,1
Enfield,thames_water,1951,51.650995,-0.087272,1
Enfield,thames_water,1956,51.650995,-0.087272,1
Enfield,thames_water,1969,51.650995,-0.087272,1
Enfield,thames_water,1972,51.650995,-0.087272,1
Enfield,trade,1905,51.650995,-0.087272,1
Enfield,trade,1908,51.650995,-0.087272,1
Enfield,trade,1915,51.650995,-0.087272,1
Enfield,trade,1967,51.650995,-0.087272,1
Enfield,trade,1968,51.650995,-0.087272,1
Enfield,trade,1969,51.650995,-0.087272,1
Enfield,trade,1970,51.650995,-0.087272,1
Enfield,trade,1971,51.650995,-0.087272,1
Enfield,waste_excrement,1905,51.650995,-0.087272,1
Enfield,waste_rubbish,1904,51.650995,-0.087272,1
Enfield,waste_rubbish,1905,51.650995,-0.087272,1
Enfield,waste_rubbish,1906,51.650995,-0.087272,1
Enfield,waste_rubbish,1913,51.650995,-0.087272,1
Enfield,waste_rubbish,1933,51.650995,-0.087272,1
Enfield,waste_rubbish,1934,51.650995,-0.087272,1
Greenwich,Uncategorised,1858,51.474432,0.055547,1
Greenwich,Uncategorised,1896,51.474432,0.055547,1
Greenwich,Uncategorised,1898,51.474432,0.055547,1
Greenwich,Uncategorised,1908,51.474432,0.055547,1
Greenwich,Uncategorised,1910,51.474432,0.055547,1
Greenwich,Uncategorised,1913,51.474432,0.055547,1
Greenwich,Uncategorised,1929,51.474432,0.055547,1
Greenwich,Uncategorised,1934,51.474432,0.055547,1
Greenwich,Uncategorised,1935,51.474432,0.055547,1
Greenwich,Uncategorised,1936,51.474432,0.055547,1
Greenwich,Uncategorised,1938,51.474432,0.055547,1
Greenwich,Uncategorised,1949,51.474432,0.055547,1
Greenwich,Uncategorised,1950,51.474432,0.055547,1
Greenwich,Uncategorised,1953,51.474432,0.055547,1
Greenwich,Uncategorised,1955,51.474432,0.055547,1
Greenwich,Uncategorised,1956,51.474432,0.055547,1
Greenwich,Uncategorised,1964,51.474432,0.055547,1
Greenwich,Uncategorised,1965,51.474432,0.055547,2
Greenwich,Uncategorised,1966,51.474432,0.055547,2
Greenwich,Uncategorised,1967,51.474432,0.055547,1
Greenwich,Uncategorised,1971,51.474432,0.055547,1
Greenwich,air_gas,1856,51.474432,0.055547,2
Greenwich,air_gas,1905,51.474432,0.055547,1
Greenwich,air_gas,1908,51.474432,0.055547,2
Greenwich,air_gas,1909,51.474432,0.055547,1
Greenwich,air_gas,1910,51.474432,0.055547,1
Greenwich,air_gas,1912,51.474432,0.055547,1
Greenwich,air_gas,1913,51.474432,0.055547,2
Greenwich,air_gas,1929,51.474432,0.055547,1
Greenwich,air_gas,1934,51.474432,0.055547,1
Greenwich,air_gas,1953,51.474432,0.055547,1
Greenwich,air_gas,1958,51.474432,0.055547,1
Greenwich,air_gas,1964,51.474432,0.055547,1
Greenwich,animal,1856,51.474432,0.055547,1
Greenwich,animal,1938,51.474432,0.055547,1
Greenwich,animal,1948,51.474432,0.055547,1
Greenwich,animal,1949,51.474432,0.055547,1
Greenwich,animal,1960,51.474432,0.055547,1
Greenwich,decomposition,1901,51.474432,0.055547,1
Greenwich,disinfectant,1905,51.474432,0.055547,1
Greenwich,factory_fuel,1860,51.474432,0.055547,2
Greenwich,factory_fuel,1936,51.474432,0.055547,1
Greenwich,factory_fuel,1951,51.474432,0.055547,1
Greenwich,food,1858,51.474432,0.055547,1
Greenwich,food,1860,51.474432,0.055547,2
Greenwich,food,1894,51.474432,0.055547,1
Greenwich,food,1895,51.474432,0.055547,1
Greenwich,food,1898,51.474432,0.055547,2
Greenwich,food,1910,51.474432,0.055547,2
Greenwich,food,1911,51.474432,0.055547,1
Greenwich,food,1914,51.474432,0.055547,1
Greenwich,food,1934,51.474432,0.055547,1
Greenwich,food,1935,51.474432,0.055547,2
Greenwich,food,1936,51.474432,0.055547,1
Greenwich,food,1937,51.474432,0.055547,1
Greenwich,food,1938,51.474432,0.055547,1
Greenwich,food,1949,51.474432,0.055547,4
Greenwich,food,1950,51.474432,0.055547,7
Greenwich,food,1951,51.474432,0.055547,2
Greenwich,food,1952,51.474432,0.055547,2
Greenwich,food,1953,51.474432,0.055547,2
Greenwich,food,1955,51.474432,0.055547,1
Greenwich,food,1956,51.474432,0.055547,2
Greenwich,food,1957,51.474432,0.055547,1
Greenwich,food,1959,51.474432,0.055547,2
Greenwich,food,1960,51.474432,0.055547,1
Greenwich,food,1961,51.474432,0.055547,2
Greenwich,food,1962,51.474432,0.055547,2
Greenwich,food,1963,51.474432,0.055547,1
Greenwich,food,1964,51.474432,0.055547,6
Greenwich,food,1965,51.474432,0.055547,1
Greenwich,food,1966,51.474432,0.055547,1
Greenwich,food,1967,51.474432,0.055547,5
Greenwich,food,1969,51.474432,0.055547,1
